Date,Open,High,Low,Close,Adj Close,Volume
2020-04-21,12.500000,12.900000,12.280000,12.750000,12.750000,3299500
2020-04-22,12.980000,13.040000,11.500000,11.930000,11.930000,6159900
2020-04-23,12.000000,12.490000,11.730000,11.800000,11.800000,5410100
2020-04-24,11.970000,12.230000,11.610000,12.150000,12.150000,4392900
2020-04-27,12.450000,12.780000,12.130000,12.250000,12.250000,4958600
2020-04-28,12.480000,14.540000,12.430000,14.340000,14.340000,10119800
2020-04-29,15.550000,16.490000,15.100000,15.380000,15.380000,12656700
2020-04-30,14.910000,15.480000,14.030000,15.020000,15.020000,6544800
2020-05-01,14.080000,14.560000,13.100000,13.170000,13.170000,6761500
2020-05-04,11.890000,12.990000,11.490000,12.900000,12.900000,8277800
2020-05-05,13.500000,13.680000,12.160000,12.310000,12.310000,4956400
2020-05-06,12.350000,12.560000,11.310000,11.550000,11.550000,7369300
2020-05-07,9.850000,10.720000,9.520000,10.510000,10.510000,39036900
2020-05-08,10.190000,10.690000,9.950000,10.560000,10.560000,44774000
2020-05-11,10.300000,10.550000,10.120000,10.190000,10.190000,16022500
2020-05-12,10.200000,10.490000,9.420000,9.450000,9.450000,16551600
2020-05-13,9.420000,9.420000,8.020000,8.200000,8.200000,29060900
2020-05-14,8.030000,8.590000,7.250000,8.300000,8.300000,20140000
2020-05-15,8.110000,8.460000,7.920000,8.010000,8.010000,12410200
2020-05-18,8.810000,10.190000,8.810000,9.990000,9.990000,29016800
2020-05-19,10.610000,10.610000,9.570000,9.690000,9.690000,26109300
2020-05-20,9.980000,10.150000,9.630000,9.750000,9.750000,18636600
2020-05-21,9.740000,10.290000,9.670000,10.070000,10.070000,19266500
2020-05-22,10.450000,10.470000,9.860000,10.170000,10.170000,17173000
2020-05-26,11.530000,12.590000,11.260000,12.310000,12.310000,44012600
2020-05-27,14.060000,14.530000,12.170000,13.900000,13.900000,60376500
2020-05-28,13.540000,13.770000,12.720000,12.930000,12.930000,28785000
2020-05-29,12.170000,13.300000,12.000000,12.950000,12.950000,23683300
2020-06-01,13.000000,14.400000,13.000000,13.960000,13.960000,36882600
2020-06-02,14.550000,14.900000,14.020000,14.490000,14.490000,36648800
2020-06-03,14.990000,17.520000,14.800000,17.309999,17.309999,61737400
2020-06-04,19.879999,21.740000,18.549999,21.020000,21.020000,104649400
2020-06-05,25.059999,25.940001,21.260000,22.620001,22.620001,77891200
2020-06-08,24.799999,25.600000,22.799999,25.559999,25.559999,41082900
2020-06-09,23.680000,24.080000,21.660000,22.760000,22.760000,33689100
2020-06-10,20.600000,21.400000,17.940001,19.469999,19.469999,60714100
2020-06-11,16.030001,18.090000,15.700000,16.080000,16.080000,51903300
2020-06-12,18.530001,19.120001,17.360001,18.820000,18.820000,49741700
2020-06-15,17.040001,20.330000,16.850000,19.730000,19.730000,45681900
2020-06-16,22.290001,22.500000,20.400000,20.719999,20.719999,40883900
2020-06-17,20.000000,20.450001,19.299999,19.920000,19.920000,24826600
2020-06-18,19.150000,20.480000,18.900000,19.900000,19.900000,22637000
2020-06-19,20.230000,20.500000,18.350000,18.809999,18.809999,28527500
2020-06-22,18.200001,18.950001,18.010000,18.500000,18.500000,18337800
2020-06-23,18.850000,18.930000,17.790001,18.780001,18.780001,17364400
2020-06-24,18.080000,18.410000,16.610001,16.920000,16.920000,22619900
2020-06-25,15.750000,17.469999,15.640000,17.400000,17.400000,24623000
2020-06-26,17.290001,17.389999,15.960000,16.580000,16.580000,21324800
2020-06-29,16.440001,18.120001,16.000000,18.000000,18.000000,21356700
2020-06-30,17.650000,18.260000,17.270000,17.799999,17.799999,12380500
2020-07-01,18.230000,19.430000,17.570000,17.730000,17.730000,22493300
2020-07-02,18.600000,18.719999,17.400000,17.400000,17.400000,17850300
2020-07-06,17.900000,18.120001,16.730000,17.740000,17.740000,16527000
2020-07-07,17.110001,17.280001,16.770000,16.770000,16.770000,10971700
2020-07-08,16.260000,16.840000,15.850000,16.709999,16.709999,14589600
2020-07-09,16.540001,16.650000,15.540000,15.910000,15.910000,13143100
2020-07-10,15.800000,17.639999,15.660000,17.530001,17.530001,20584900
2020-07-13,17.580000,17.820000,16.469999,16.719999,16.719999,17931100
2020-07-14,16.340000,17.299999,16.030001,17.270000,17.270000,11869500
2020-07-15,18.270000,19.500000,18.030001,19.360001,19.360001,25489800
2020-07-16,18.200001,18.660000,17.780001,18.059999,18.059999,14308800
2020-07-17,18.000000,18.389999,17.580000,17.610001,17.610001,10370800
2020-07-20,17.610001,17.879999,16.610001,16.650000,16.650000,10734700
2020-07-21,16.900000,17.190001,16.540001,16.650000,16.650000,12062400
2020-07-22,16.540001,17.250000,16.490000,16.660000,16.660000,9376500
2020-07-23,16.510000,17.820000,15.930000,16.840000,16.840000,25061600
2020-07-24,16.809999,16.809999,16.160000,16.469999,16.469999,12735400
2020-07-27,16.490000,16.840000,16.010000,16.150000,16.150000,11741100
2020-07-28,16.070000,16.969999,16.059999,16.540001,16.540001,10390100
2020-07-29,16.559999,16.719999,16.129999,16.450001,16.450001,8039300
2020-07-30,16.100000,16.379999,15.940000,16.240000,16.240000,8206600
2020-07-31,16.040001,16.270000,15.420000,15.810000,15.810000,11920500
2020-08-03,15.740000,15.800000,14.650000,15.370000,15.370000,15842500
2020-08-04,15.460000,16.940001,15.450000,16.500000,16.500000,15034900
2020-08-05,16.950001,17.520000,16.400000,17.150000,17.150000,16143400
2020-08-06,17.299999,17.650000,16.840000,17.260000,17.260000,10967300
2020-08-07,16.969999,17.330000,16.770000,17.280001,17.280001,7823800
2020-08-10,17.530001,18.660000,17.510000,18.299999,18.299999,14411400
2020-08-11,19.549999,19.549999,17.889999,18.040001,18.040001,16288500
2020-08-12,18.370001,18.540001,17.309999,17.850000,17.850000,9142200
2020-08-13,17.480000,18.350000,17.379999,17.549999,17.549999,7051300
2020-08-14,17.410000,17.879999,17.230000,17.760000,17.760000,5311800
2020-08-17,17.700001,17.770000,16.790001,17.059999,17.059999,6854300
2020-08-18,17.059999,17.400000,16.809999,17.320000,17.320000,5844300
2020-08-19,17.469999,18.139999,17.160000,17.190001,17.190001,8801600
2020-08-20,16.950001,17.350000,16.730000,17.209999,17.209999,5460000
2020-08-21,17.150000,17.420000,16.850000,16.980000,16.980000,5628200
2020-08-24,17.160000,18.520000,17.040001,18.209999,18.209999,13389700
2020-08-25,18.480000,18.639999,17.570000,17.990000,17.990000,8610600
2020-08-26,17.900000,18.120001,17.660000,17.700001,17.700001,4765500
2020-08-27,18.240000,19.190001,18.059999,18.309999,18.309999,13763100
2020-08-28,18.650000,18.650000,18.080000,18.490000,18.490000,9456700
2020-08-31,18.430000,18.680000,17.850000,17.879999,17.879999,9822600
2020-09-01,17.600000,18.070000,17.299999,17.590000,17.590000,9620500
2020-09-02,17.520000,17.730000,17.059999,17.610001,17.610001,9388400
2020-09-03,17.930000,18.730000,17.190001,17.730000,17.730000,14574700
2020-09-04,18.010000,18.250000,16.950001,17.879999,17.879999,12408700
2020-09-08,17.510000,18.940001,17.350000,18.370001,18.370001,11239000
2020-09-09,18.070000,18.260000,17.280001,17.540001,17.540001,12997100
2020-09-10,17.590000,18.049999,17.389999,17.480000,17.480000,7950100
2020-09-11,17.520000,17.750000,17.049999,17.280001,17.280001,6084100
2020-09-14,17.530001,17.900000,17.260000,17.830000,17.830000,7048300
2020-09-15,17.860001,18.500000,17.820000,18.080000,18.080000,6537700
2020-09-16,18.120001,18.900000,17.709999,18.549999,18.549999,8664000
2020-09-17,18.320000,18.780001,18.040001,18.100000,18.100000,5784800
2020-09-18,18.030001,18.180000,17.520000,17.700001,17.700001,7024000
2020-09-21,17.260000,17.290001,15.900000,16.230000,16.230000,14242100
2020-09-22,16.330000,16.760000,16.200001,16.549999,16.549999,4972500
2020-09-23,16.680000,17.250000,16.080000,16.080000,16.080000,6103000
2020-09-24,15.930000,16.000000,15.060000,15.710000,15.710000,8803500
2020-09-25,15.650000,16.260000,15.620000,16.200001,16.200001,5318600
2020-09-28,16.680000,17.049999,16.280001,16.530001,16.530001,7106200
2020-09-29,16.400000,16.420000,15.860000,16.020000,16.020000,7247400
2020-09-30,16.180000,16.840000,16.059999,16.100000,16.100000,8047200
2020-10-01,16.299999,16.459999,16.049999,16.379999,16.379999,5104500
2020-10-02,15.500000,16.820000,15.460000,16.709999,16.709999,13790200
2020-10-05,16.660000,16.830000,16.230000,16.379999,16.379999,8063000
2020-10-06,16.600000,16.820000,15.750000,15.750000,15.750000,11283300
2020-10-07,16.500000,16.610001,16.049999,16.549999,16.549999,10517600
2020-10-08,17.000000,17.350000,16.580000,17.040001,17.040001,10565900
2020-10-09,17.000000,17.350000,16.700001,17.270000,17.270000,7819000
2020-10-12,17.030001,17.160000,16.700001,16.700001,16.700001,5863800
2020-10-13,16.370001,16.480000,16.080000,16.200001,16.200001,8095700
2020-10-14,16.250000,16.809999,16.250000,16.440001,16.440001,5599800
2020-10-15,16.270000,16.330000,15.850000,16.100000,16.100000,8678000
2020-10-16,16.139999,16.410000,16.000000,16.180000,16.180000,5748600
2020-10-19,16.400000,16.870001,16.160000,16.400000,16.400000,6611900
2020-10-20,16.700001,17.219999,16.540001,17.110001,17.110001,7155900
2020-10-21,16.980000,16.990000,16.250000,16.410000,16.410000,8862100
2020-10-22,16.530001,18.150000,16.510000,17.959999,17.959999,16419700
2020-10-23,17.730000,18.700001,17.719999,18.580000,18.580000,10883100
2020-10-26,18.090000,18.160000,16.730000,17.129999,17.129999,9267600
2020-10-27,17.100000,17.280001,16.510000,16.530001,16.530001,5557200
2020-10-28,16.000000,16.200001,15.450000,15.560000,15.560000,11594700
2020-10-29,15.750000,17.340000,15.630000,17.040001,17.040001,13417400
2020-10-30,17.280001,17.990000,16.959999,17.570000,17.570000,11316000
2020-11-02,17.520000,17.719999,16.799999,17.600000,17.600000,6840100
2020-11-03,17.770000,18.190001,17.559999,17.700001,17.700001,6017900
2020-11-04,17.299999,17.850000,17.030001,17.219999,17.219999,5614300
2020-11-05,17.410000,18.049999,17.320000,17.950001,17.950001,7153200
2020-11-06,17.709999,17.840000,17.340000,17.690001,17.690001,5344000
2020-11-09,21.440001,22.980000,20.190001,21.309999,21.309999,24303900
2020-11-10,21.129999,21.610001,19.700001,20.170000,20.170000,13026600
2020-11-11,20.010000,20.059999,19.120001,19.400000,19.400000,8216900
2020-11-12,18.719999,19.290001,17.980000,18.110001,18.110001,11562600
2020-11-13,18.389999,19.990000,18.389999,19.730000,19.730000,11643000
2020-11-16,21.360001,21.360001,19.959999,20.430000,20.430000,13841300
2020-11-17,19.870001,20.549999,19.590000,20.190001,20.190001,6579800
2020-11-18,20.660000,21.700001,20.309999,20.309999,20.309999,9940500
2020-11-19,20.330000,21.000000,20.160000,20.889999,20.889999,6166800
2020-11-20,20.690001,20.840000,20.059999,20.330000,20.330000,6377600
2020-11-23,20.700001,21.139999,20.559999,21.070000,21.070000,7781000
2020-11-24,22.000000,22.900000,21.809999,22.879999,22.879999,11418700
2020-11-25,22.760000,23.070000,21.850000,22.980000,22.980000,9100900
2020-11-27,23.250000,23.540001,22.879999,23.370001,23.370001,5034700
2020-11-30,23.309999,23.420000,21.830000,22.629999,22.629999,9461600
2020-12-01,22.719999,23.219999,22.469999,22.570000,22.570000,7985400
2020-12-02,22.309999,23.240000,22.180000,23.120001,23.120001,6213700
2020-12-03,23.500000,25.280001,23.500000,24.530001,24.530001,12405700
2020-12-04,25.110001,25.980000,24.820000,25.760000,25.760000,10464700
2020-12-07,25.600000,26.209999,25.160000,25.410000,25.410000,9366600
2020-12-08,25.290001,26.330000,25.139999,26.299999,26.299999,7096400
2020-12-09,26.940001,27.480000,25.750000,26.139999,26.139999,12366100
2020-12-10,25.400000,27.200001,25.280001,27.030001,27.030001,6451600
2020-12-11,27.260000,27.450001,25.580000,26.230000,26.230000,16229500
2020-12-14,26.950001,27.000000,25.530001,25.990000,25.990000,7026500
2020-12-15,26.299999,26.830000,25.580000,26.680000,26.680000,6220400
2020-12-16,25.809999,26.610001,25.170000,26.160000,26.160000,8929200
2020-12-17,26.340000,26.959999,25.930000,26.570000,26.570000,5934500
2020-12-18,26.459999,26.680000,25.820000,25.879999,25.879999,6798600
2020-12-21,25.000000,25.480000,24.540001,25.370001,25.370001,7060200
2020-12-22,25.430000,25.540001,24.000000,24.040001,24.040001,6408700
2020-12-23,24.200001,24.930000,24.200001,24.549999,24.549999,3952600
2020-12-24,24.790001,24.830000,24.049999,24.420000,24.420000,2618200
2020-12-28,24.959999,25.469999,24.620001,25.070000,25.070000,4295600
2020-12-29,25.420000,25.570000,24.520000,24.680000,24.680000,3917600
2020-12-30,24.620001,25.340000,24.559999,24.870001,24.870001,3427600
2020-12-31,24.700001,24.889999,24.209999,24.450001,24.450001,3548600
2021-01-04,24.750000,24.760000,22.930000,23.059999,23.059999,5786100
2021-01-05,22.930000,24.299999,22.870001,23.840000,23.840000,3982100
2021-01-06,23.420000,24.820000,23.420000,24.299999,24.299999,4795700
2021-01-07,24.490000,24.940001,24.350000,24.469999,24.469999,3552100
2021-01-08,24.820000,24.840000,24.110001,24.450001,24.450001,4012500
2021-01-11,23.809999,24.440001,23.620001,24.430000,24.430000,3126000
2021-01-12,24.500000,25.400000,24.260000,25.170000,25.170000,3399500
2021-01-13,25.000000,25.350000,24.530001,25.160000,25.160000,3092600
2021-01-14,25.500000,27.770000,25.450001,27.209999,27.209999,8306100
2021-01-15,26.500000,27.040001,25.709999,25.730000,25.730000,4730600
2021-01-19,26.270000,26.790001,26.049999,26.650000,26.650000,3456200
2021-01-20,26.889999,27.900000,26.660000,27.790001,27.790001,5077700
2021-01-21,27.320000,27.700001,26.530001,27.469999,27.469999,5509300
2021-01-22,26.799999,27.690001,26.660000,27.670000,27.670000,3078800
2021-01-25,27.340000,27.889999,26.070000,27.260000,27.260000,5208500
2021-01-26,27.410000,27.959999,26.790001,26.860001,26.860001,3390700
2021-01-27,26.280001,27.020000,25.200001,25.450001,25.450001,7976600
2021-01-28,26.760000,27.450001,26.059999,26.709999,26.709999,7819100
2021-01-29,26.760000,26.980000,25.610001,25.940001,25.940001,5341000
2021-02-01,26.260000,27.240000,25.680000,26.840000,26.840000,5712200
2021-02-02,27.500000,27.500000,26.760000,26.820000,26.820000,4646200
2021-02-03,26.990000,29.500000,26.820000,29.150000,29.150000,10240300
2021-02-04,29.040001,30.770000,29.040001,30.219999,30.219999,7024000
2021-02-05,30.750000,30.840000,29.540001,29.889999,29.889999,3841200
2021-02-08,30.299999,31.840000,30.160000,31.790001,31.790001,4634300
2021-02-09,31.219999,31.709999,30.770000,31.340000,31.340000,4638500
2021-02-10,31.600000,33.139999,31.600000,32.680000,32.680000,6844800
2021-02-11,30.559999,31.809999,29.320000,30.010000,30.010000,13003400
2021-02-12,30.160000,30.650000,29.559999,30.490000,30.490000,5468500
